name,variation,buy_price,sell_price,size,source,filename
electric guitar,Sunburst,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_3_0
electric guitar,Sunburst,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_3_1
electric guitar,Sunburst,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_3_2
electric guitar,Sunburst,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_3_3
electric guitar,Sunburst,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_3_4
electric guitar,Sunburst,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_3_5
electric guitar,Sunburst,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_3_6
electric guitar,Sunburst,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_3_7
electric guitar,Marine emerald,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_4_0
electric guitar,Marine emerald,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_4_1
electric guitar,Marine emerald,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_4_2
electric guitar,Marine emerald,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_4_3
electric guitar,Marine emerald,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_4_4
electric guitar,Marine emerald,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_4_5
electric guitar,Marine emerald,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_4_6
electric guitar,Marine emerald,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_4_7
electric guitar,Chic white,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_5_0
electric guitar,Chic white,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_5_1
electric guitar,Chic white,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_5_2
electric guitar,Chic white,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_5_3
electric guitar,Chic white,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_5_4
electric guitar,Chic white,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_5_5
electric guitar,Chic white,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_5_6
electric guitar,Chic white,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_5_7
electric guitar,Cosmo black,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_6_0
electric guitar,Cosmo black,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_6_1
electric guitar,Cosmo black,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_6_2
electric guitar,Cosmo black,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_6_3
electric guitar,Cosmo black,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_6_4
electric guitar,Cosmo black,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_6_5
electric guitar,Cosmo black,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_6_6
electric guitar,Cosmo black,71000,17750,1x1,Nook's Cranny,FtrElectricguitar2_Remake_6_7
electric kick scooter,Red,4400,1100,1x1,Nook's Cranny,FtrKickboardElectric_Remake_0_0
electric kick scooter,White,4400,1100,1x1,Nook's Cranny,FtrKickboardElectric_Remake_1_0
electric kick scooter,Yellow,4400,1100,1x1,Nook's Cranny,FtrKickboardElectric_Remake_2_0
electric kick scooter,Green,4400,1100,1x1,Nook's Cranny,FtrKickboardElectric_Remake_3_0
electric kick scooter,Blue,4400,1100,1x1,Nook's Cranny,FtrKickboardElectric_Remake_4_0
electric kick scooter,Pink,4400,1100,1x1,Nook's Cranny,FtrKickboardElectric_Remake_5_0
elephant slide,Blue,4200,1050,2x1,Nook's Cranny,FtrSlideelephant_Remake_0_0
elephant slide,Pink,4200,1050,2x1,Nook's Cranny,FtrSlideelephant_Remake_1_0
elephant slide,Red,4200,1050,2x1,Nook's Cranny,FtrSlideelephant_Remake_2_0
elephant slide,Light blue,4200,1050,2x1,Nook's Cranny,FtrSlideelephant_Remake_3_0
elephant slide,Yellow,4200,1050,2x1,Nook's Cranny,FtrSlideelephant_Remake_4_0
elephant slide,White,4200,1050,2x1,Nook's Cranny,FtrSlideelephant_Remake_5_0
elephant slide,Gray,4200,1050,2x1,Nook's Cranny,FtrSlideelephant_Remake_6_0
elephant slide,Black,4200,1050,2x1,Nook's Cranny,FtrSlideelephant_Remake_7_0
exercise ball,Blue,1100,275,1x1,Nook's Cranny,FtrBalanceball_Remake_0_0
exercise ball,Pink,1100,275,1x1,Nook's Cranny,FtrBalanceball_Remake_1_0
exercise ball,White,1100,275,1x1,Nook's Cranny,FtrBalanceball_Remake_2_0
exercise ball,Black,1100,275,1x1,Nook's Cranny,FtrBalanceball_Remake_3_0
exercise ball,Gold,1100,275,1x1,Nook's Cranny,FtrBalanceball_Remake_4_0
exercise bike,Black,4800,1200,1x1,Nook's Cranny,FtrExercisebike_Remake_0_0
exercise bike,Red,4800,1200,1x1,Nook's Cranny,FtrExercisebike_Remake_1_0
exercise bike,Yellow,4800,1200,1x1,Nook's Cranny,FtrExercisebike_Remake_2_0
exercise bike,White,4800,1200,1x1,Nook's Cranny,FtrExercisebike_Remake_3_0
fan,White,1700,425,1x1,Nook's Cranny,FtrFan_Remake_0_0
fan,Black,1700,425,1x1,Nook's Cranny,FtrFan_Remake_1_0
fan,Light blue,1700,425,1x1,Nook's Cranny,FtrFan_Remake_2_0
fan,Pink,1700,425,1x1,Nook's Cranny,FtrFan_Remake_3_0
fan palm,Black,1200,300,1x1,Nook's Cranny,FtrPlantYamadoriyashi_Remake_0_0
fan palm,White,1200,300,1x1,Nook's Cranny,FtrPlantYamadoriyashi_Remake_1_0
fan palm,Brown,1200,300,1x1,Nook's Cranny,FtrPlantYamadoriyashi_Remake_2_0
fan palm,Blue,1200,300,1x1,Nook's Cranny,FtrPlantYamadoriyashi_Remake_3_0
fan palm,Green,1200,300,1x1,Nook's Cranny,FtrPlantYamadoriyashi_Remake_4_0
fan palm,Red,1200,300,1x1,Nook's Cranny,FtrPlantYamadoriyashi_Remake_5_0
festive tree,Colorful,,1400,1x1,Crafting,FtrTreeXmasS_Remake_0_0
festive tree,Blue,,1400,1x1,Crafting,FtrTreeXmasS_Remake_1_0
festive tree,Red,,1400,1x1,Crafting,FtrTreeXmasS_Remake_2_0
festive tree,Pink,,1400,1x1,Crafting,FtrTreeXmasS_Remake_3_0
festive tree,Gold,,1400,1x1,Crafting,FtrTreeXmasS_Remake_4_0
festive tree,White,,1400,1x1,Crafting,FtrTreeXmasS_Remake_5_0
fire pit,NA,96000,24000,1.5x1.5,Nook's Cranny,FtrFirepit
fireplace,Red,5900,1475,2x1,Nook's Cranny,FtrFireplace_Remake_0_0
fireplace,Dark brown,5900,1475,2x1,Nook's Cranny,FtrFireplace_Remake_1_0
fireplace,Beige,5900,1475,2x1,Nook's Cranny,FtrFireplace_Remake_2_0
fireplace,White,5900,1475,2x1,Nook's Cranny,FtrFireplace_Remake_3_0
fish-drying rack,Fish,,750,2x1,Fishing Tourney,FtrDriedfish_Remake_0_0
fish-drying rack,Squid,,750,2x1,Fishing Tourney,FtrDriedfish_Remake_1_0
fish-drying rack,Octopus,,750,2x1,Fishing Tourney,FtrDriedfish_Remake_2_0
fishing-rod stand,Natural,,300,1x1,Fishing Tourney,FtrRodstand_Remake_0_0
fishing-rod stand,White,,300,1x1,Fishing Tourney,FtrRodstand_Remake_1_0
fishing-rod stand,Black,,300,1x1,Fishing Tourney,FtrRodstand_Remake_2_0
flashy-flower sign,Pop,1800,450,1x1,Nook's Cranny,FtrWreath_Remake_0_0
flashy-flower sign,Cute,1800,450,1x1,Nook's Cranny,FtrWreath_Remake_1_0
flashy-flower sign,Elegant,1800,450,1x1,Nook's Cranny,FtrWreath_Remake_2_0
flat garden rock,NA,,3000,2x1,Crafting,FtrGardenrockLow
floor lamp,Natural,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_0_0
floor lamp,Natural,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_0_1
floor lamp,Natural,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_0_2
floor lamp,Natural,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_0_3
floor lamp,Natural,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_0_4
floor lamp,Natural,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_0_5
floor lamp,Natural,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_0_6
floor lamp,Natural,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_0_7
floor lamp,Brown,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_1_0
floor lamp,Brown,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_1_1
floor lamp,Brown,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_1_2
floor lamp,Brown,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_1_3
floor lamp,Brown,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_1_4
floor lamp,Brown,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_1_5
floor lamp,Brown,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_1_6
floor lamp,Brown,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_1_7
floor lamp,White,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_2_0
floor lamp,White,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_2_1
floor lamp,White,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_2_2
floor lamp,White,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_2_3
floor lamp,White,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_2_4
floor lamp,White,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_2_5
floor lamp,White,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_2_6
floor lamp,White,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_2_7
floor lamp,Black,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_3_0
floor lamp,Black,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_3_1
floor lamp,Black,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_3_2
floor lamp,Black,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_3_3
floor lamp,Black,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_3_4
floor lamp,Black,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_3_5
floor lamp,Black,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_3_6
floor lamp,Black,1400,350,1x1,Nook's Cranny,FtrLamp_Remake_3_7
floor light,White,2200,550,1x1,Nook's Cranny,FtrGrandlight_Remake_0_0
floor light,Orange,2200,550,1x1,Nook's Cranny,FtrGrandlight_Remake_1_0
floor light,Red,2200,550,1x1,Nook's Cranny,FtrGrandlight_Remake_2_0
floor light,Pink,2200,550,1x1,Nook's Cranny,FtrGrandlight_Remake_3_0
floor light,Purple,2200,550,1x1,Nook's Cranny,FtrGrandlight_Remake_4_0
floor light,Blue,2200,550,1x1,Nook's Cranny,FtrGrandlight_Remake_5_0
floor light,Light blue,2200,550,1x1,Nook's Cranny,FtrGrandlight_Remake_6_0
floor light,Green,2200,550,1x1,Nook's Cranny,FtrGrandlight_Remake_7_0
floor seat,Natural,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_0_0
floor seat,Natural,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_0_1
floor seat,Natural,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_0_2
floor seat,Natural,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_0_3
floor seat,Light wood,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_1_0
floor seat,Light wood,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_1_1
floor seat,Light wood,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_1_2
floor seat,Light wood,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_1_3
floor seat,Dark wood,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_2_0
floor seat,Dark wood,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_2_1
floor seat,Dark wood,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_2_2
floor seat,Dark wood,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_2_3
floor seat,Black,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_3_0
floor seat,Black,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_3_1
floor seat,Black,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_3_2
floor seat,Black,730,182,1x1,Nook's Cranny,FtrFloorchair_Remake_3_3
flower stand,Colorful,,2880,1.5x1.5,Crafting,FtrStandflower_Remake_0_0
flower stand,Red,,2880,1.5x1.5,Crafting,FtrStandflower_Remake_1_0
flower stand,Pink,,2880,1.5x1.5,Crafting,FtrStandflower_Remake_2_0
flower stand,Yellow,,2880,1.5x1.5,Crafting,FtrStandflower_Remake_3_0
flower stand,Purple,,2880,1.5x1.5,Crafting,FtrStandflower_Remake_4_0
flower stand,Blue,,2880,1.5x1.5,Crafting,FtrStandflower_Remake_5_0
flower stand,White,,2880,1.5x1.5,Crafting,FtrStandflower_Remake_6_0
flying saucer,NA,,15000,2x2,Crafting,FtrUFO
folding chair,Blue,920,230,1x1,Nook's Cranny,FtrPipechair_Remake_0_0
folding chair,Green,920,230,1x1,Nook's Cranny,FtrPipechair_Remake_1_0
folding chair,Red,920,230,1x1,Nook's Cranny,FtrPipechair_Remake_2_0
folding chair,Brown,920,230,1x1,Nook's Cranny,FtrPipechair_Remake_3_0
folding chair,Black,920,230,1x1,Nook's Cranny,FtrPipechair_Remake_4_0
folding chair,White,920,230,1x1,Nook's Cranny,FtrPipechair_Remake_5_0
folding floor lamp,Black,1900,475,1x1,Nook's Cranny,FtrLampArm_Remake_0_0
folding floor lamp,White,1900,475,1x1,Nook's Cranny,FtrLampArm_Remake_1_0
folding floor lamp,Yellow,1900,475,1x1,Nook's Cranny,FtrLampArm_Remake_2_0
folding floor lamp,Red,1900,475,1x1,Nook's Cranny,FtrLampArm_Remake_3_0
folding floor lamp,Blue,1900,475,1x1,Nook's Cranny,FtrLampArm_Remake_4_0
folding floor lamp,Light green,1900,475,1x1,Nook's Cranny,FtrLampArm_Remake_5_0
folding floor lamp,Gray,1900,475,1x1,Nook's Cranny,FtrLampArm_Remake_6_0
folding floor lamp,Silver,1900,475,1x1,Nook's Cranny,FtrLampArm_Remake_7_0
foosball table,Brown,2300,575,2x1,Nook's Cranny,FtrTablesoccer_Remake_0_0
foosball table,Dark brown,2300,575,2x1,Nook's Cranny,FtrTablesoccer_Remake_1_0
foosball table,Blue,2300,575,2x1,Nook's Cranny,FtrTablesoccer_Remake_2_0
fortune-cookie cart,NA,2600,650,2x1,Nook Shopping Promotion,FtrCompassFortuneshop
fountain,Gray,,11700,3x3,Crafting,FtrFountain_Remake_0_0
fountain,Brown,,11700,3x3,Crafting,FtrFountain_Remake_1_0
fountain,Black,,11700,3x3,Crafting,FtrFountain_Remake_2_0
fountain,White,,11700,3x3,Crafting,FtrFountain_Remake_3_0
freezer,White,3500,875,2x1,Nook's Cranny,FtrFreezer_Remake_0_0
freezer,Black,3500,875,2x1,Nook's Cranny,FtrFreezer_Remake_1_0
freezer,Beige,3500,875,2x1,Nook's Cranny,FtrFreezer_Remake_2_0
freezer,Silver,3500,875,2x1,Nook's Cranny,FtrFreezer_Remake_3_0
fresh cooler,NA,,450,2x1,Fishing Tourney,FtrEventobjFishBox
frozen arch,Ice,,9000,3x1,Snowman,FtrIceGate_Remake_0_0
frozen arch,Ice blue,,9000,3x1,Snowman,FtrIceGate_Remake_1_0
frozen arch,Ice pink,,9000,3x1,Snowman,FtrIceGate_Remake_2_0
frozen arch,Ice yellow,,9000,3x1,Snowman,FtrIceGate_Remake_3_0
frozen arch,Ice orange,,9000,3x1,Snowman,FtrIceGate_Remake_4_0
frozen arch,Ice green,,9000,3x1,Snowman,FtrIceGate_Remake_5_0
frozen arch,Ice purple,,9000,3x1,Snowman,FtrIceGate_Remake_6_0
frozen bed,Ice,,9000,2x2,Snowman,FtrIceBedW_Remake_0_0
frozen bed,Ice,,9000,2x2,Snowman,FtrIceBedW_Remake_0_1
frozen bed,Ice,,9000,2x2,Snowman,FtrIceBedW_Remake_0_2
frozen bed,Ice,,9000,2x2,Snowman,FtrIceBedW_Remake_0_3
frozen bed,Ice blue,,9000,2x2,Snowman,FtrIceBedW_Remake_1_0
frozen bed,Ice blue,,9000,2x2,Snowman,FtrIceBedW_Remake_1_1
frozen bed,Ice blue,,9000,2x2,Snowman,FtrIceBedW_Remake_1_2
frozen bed,Ice blue,,9000,2x2,Snowman,FtrIceBedW_Remake_1_3
frozen bed,Ice pink,,9000,2x2,Snowman,FtrIceBedW_Remake_2_0
frozen bed,Ice pink,,9000,2x2,Snowman,FtrIceBedW_Remake_2_1
frozen bed,Ice pink,,9000,2x2,Snowman,FtrIceBedW_Remake_2_2
frozen bed,Ice pink,,9000,2x2,Snowman,FtrIceBedW_Remake_2_3
frozen bed,Ice yellow,,9000,2x2,Snowman,FtrIceBedW_Remake_3_0
frozen bed,Ice yellow,,9000,2x2,Snowman,FtrIceBedW_Remake_3_1
frozen bed,Ice yellow,,9000,2x2,Snowman,FtrIceBedW_Remake_3_2
frozen bed,Ice yellow,,9000,2x2,Snowman,FtrIceBedW_Remake_3_3
frozen bed,Ice orange,,9000,2x2,Snowman,FtrIceBedW_Remake_4_0
frozen bed,Ice orange,,9000,2x2,Snowman,FtrIceBedW_Remake_4_1
frozen bed,Ice orange,,9000,2x2,Snowman,FtrIceBedW_Remake_4_2
frozen bed,Ice orange,,9000,2x2,Snowman,FtrIceBedW_Remake_4_3
frozen bed,Ice green,,9000,2x2,Snowman,FtrIceBedW_Remake_5_0
frozen bed,Ice green,,9000,2x2,Snowman,FtrIceBedW_Remake_5_1
frozen bed,Ice green,,9000,2x2,Snowman,FtrIceBedW_Remake_5_2
frozen bed,Ice green,,9000,2x2,Snowman,FtrIceBedW_Remake_5_3
frozen bed,Ice purple,,9000,2x2,Snowman,FtrIceBedW_Remake_6_0
frozen bed,Ice purple,,9000,2x2,Snowman,FtrIceBedW_Remake_6_1
frozen bed,Ice purple,,9000,2x2,Snowman,FtrIceBedW_Remake_6_2
frozen bed,Ice purple,,9000,2x2,Snowman,FtrIceBedW_Remake_6_3
frozen chair,Ice,,6200,1x1,Snowman,FtrIceChairS_Remake_0_0
frozen chair,Ice blue,,6200,1x1,Snowman,FtrIceChairS_Remake_1_0
frozen chair,Ice pink,,6200,1x1,Snowman,FtrIceChairS_Remake_2_0
frozen chair,Ice yellow,,6200,1x1,Snowman,FtrIceChairS_Remake_3_0
frozen chair,Ice orange,,6200,1x1,Snowman,FtrIceChairS_Remake_4_0
frozen chair,Ice green,,6200,1x1,Snowman,FtrIceChairS_Remake_5_0
frozen chair,Ice purple,,6200,1x1,Snowman,FtrIceChairS_Remake_6_0
frozen counter,Ice,,7000,2x1,Snowman,FtrIceCounter_Remake_0_0
frozen counter,Ice blue,,7000,2x1,Snowman,FtrIceCounter_Remake_1_0
frozen counter,Ice pink,,7000,2x1,Snowman,FtrIceCounter_Remake_2_0
frozen counter,Ice yellow,,7000,2x1,Snowman,FtrIceCounter_Remake_3_0
frozen counter,Ice orange,,7000,2x1,Snowman,FtrIceCounter_Remake_4_0
frozen counter,Ice green,,7000,2x1,Snowman,FtrIceCounter_Remake_5_0
frozen counter,Ice purple,,7000,2x1,Snowman,FtrIceCounter_Remake_6_0
frozen partition,Ice,,7400,2x0.5,Snowman,FtrIceScreen_Remake_0_0
frozen partition,Ice blue,,7400,2x0.5,Snowman,FtrIceScreen_Remake_1_0
frozen partition,Ice pink,,7400,2x0.5,Snowman,FtrIceScreen_Remake_2_0
frozen partition,Ice yellow,,7400,2x0.5,Snowman,FtrIceScreen_Remake_3_0
frozen partition,Ice orange,,7400,2x0.5,Snowman,FtrIceScreen_Remake_4_0
frozen partition,Ice green,,7400,2x0.5,Snowman,FtrIceScreen_Remake_5_0
frozen partition,Ice purple,,7400,2x0.5,Snowman,FtrIceScreen_Remake_6_0
frozen pillar,Ice,,6200,1x1,Snowman,FtrIcePillar_Remake_0_0
frozen pillar,Ice blue,,6200,1x1,Snowman,FtrIcePillar_Remake_1_0
frozen pillar,Ice pink,,6200,1x1,Snowman,FtrIcePillar_Remake_2_0
frozen pillar,Ice yellow,,6200,1x1,Snowman,FtrIcePillar_Remake_3_0
frozen pillar,Ice orange,,6200,1x1,Snowman,FtrIcePillar_Remake_4_0
frozen pillar,Ice green,,6200,1x1,Snowman,FtrIcePillar_Remake_5_0
frozen pillar,Ice purple,,6200,1x1,Snowman,FtrIcePillar_Remake_6_0
frozen sculpture,Ice,,6600,1.5x1.5,Snowman,FtrIceArt_Remake_0_0
frozen sculpture,Ice blue,,6600,1.5x1.5,Snowman,FtrIceArt_Remake_1_0
frozen sculpture,Ice pink,,6600,1.5x1.5,Snowman,FtrIceArt_Remake_2_0
frozen sculpture,Ice yellow,,6600,1.5x1.5,Snowman,FtrIceArt_Remake_3_0
frozen sculpture,Ice orange,,6600,1.5x1.5,Snowman,FtrIceArt_Remake_4_0
frozen sculpture,Ice green,,6600,1.5x1.5,Snowman,FtrIceArt_Remake_5_0
frozen sculpture,Ice purple,,6600,1.5x1.5,Snowman,FtrIceArt_Remake_6_0
frozen table,Ice,,8200,2x2,Snowman,FtrIceTableL_Remake_0_0
frozen table,Ice blue,,8200,2x2,Snowman,FtrIceTableL_Remake_1_0
frozen table,Ice pink,,8200,2x2,Snowman,FtrIceTableL_Remake_2_0
frozen table,Ice yellow,,8200,2x2,Snowman,FtrIceTableL_Remake_3_0
frozen table,Ice orange,,8200,2x2,Snowman,FtrIceTableL_Remake_4_0
frozen table,Ice green,,8200,2x2,Snowman,FtrIceTableL_Remake_5_0
frozen table,Ice purple,,8200,2x2,Snowman,FtrIceTableL_Remake_6_0
frozen tree,Ice,,8200,2x2,Snowman,FtrIceTree_Remake_0_0
frozen tree,Ice blue,,8200,2x2,Snowman,FtrIceTree_Remake_1_0
frozen tree,Ice pink,,8200,2x2,Snowman,FtrIceTree_Remake_2_0
frozen tree,Ice yellow,,8200,2x2,Snowman,FtrIceTree_Remake_3_0
frozen tree,Ice orange,,8200,2x2,Snowman,FtrIceTree_Remake_4_0
frozen tree,Ice green,,8200,2x2,Snowman,FtrIceTree_Remake_5_0
frozen tree,Ice purple,,8200,2x2,Snowman,FtrIceTree_Remake_6_0
futon,NA,1600,400,2x1,Nook's Cranny,FtrFuton_Remake_0_0
futon,NA,1600,400,2x1,Nook's Cranny,FtrFuton_Remake_0_1
futon,NA,1600,400,2x1,Nook's Cranny,FtrFuton_Remake_0_2
futon,NA,1600,400,2x1,Nook's Cranny,FtrFuton_Remake_0_3
garbage bin,Green,1000,250,1x1,Nook's Cranny,FtrPaleCaster_Remake_0_0
garbage bin,Yellow,1000,250,1x1,Nook's Cranny,FtrPaleCaster_Remake_1_0
garbage bin,Brown,1000,250,1x1,Nook's Cranny,FtrPaleCaster_Remake_2_0
garbage bin,Black,1000,250,1x1,Nook's Cranny,FtrPaleCaster_Remake_3_0
garbage bin,White,1000,250,1x1,Nook's Cranny,FtrPaleCaster_Remake_4_0
garbage bin,Red,1000,250,1x1,Nook's Cranny,FtrPaleCaster_Remake_5_0
garbage bin,Blue,1000,250,1x1,Nook's Cranny,FtrPaleCaster_Remake_6_0
garbage can,NA,960,240,1x1,Nook's Cranny,FtrPaleTinplate
garbage pail,NA,1000,250,1x1,Nook's Cranny,FtrPale
garden bench,Black,,4440,2x1,Crafting,FtrParkbenche_Remake_0_0
garden bench,Green,,4440,2x1,Crafting,FtrParkbenche_Remake_1_0
garden bench,Navy blue,,4440,2x1,Crafting,FtrParkbenche_Remake_2_0
garden bench,Red,,4440,2x1,Crafting,FtrParkbenche_Remake_3_0
garden bench,Silver,,4440,2x1,Crafting,FtrParkbenche_Remake_4_0
garden bench,White,,4440,2x1,Crafting,FtrParkbenche_Remake_5_0
garden faucet,Red brick,1900,475,1x1,Nook's Cranny,FtrWaterview_Remake_0_0
garden faucet,Mosaic tile,1900,475,1x1,Nook's Cranny,FtrWaterview_Remake_1_0
garden faucet,Wooden,1900,475,1x1,Nook's Cranny,FtrWaterview_Remake_2_0
garden faucet,Concrete,1900,475,1x1,Nook's Cranny,FtrWaterview_Remake_3_0
garden faucet,Stainless,1900,475,1x1,Nook's Cranny,FtrWaterview_Remake_4_0
garden lantern,Black,1400,350,1x1,Nook's Cranny,FtrLampGarden_Remake_0_0
garden lantern,White,1400,350,1x1,Nook's Cranny,FtrLampGarden_Remake_1_0
garden lantern,Bronze,1400,350,1x1,Nook's Cranny,FtrLampGarden_Remake_2_0
garden rock,NA,,2250,1x1,Crafting,FtrGardenrock
garden wagon,Brown,,3180,2x1,Crafting,FtrGardenwagon_Remake_0_0
garden wagon,Dark brown,,3180,2x1,Crafting,FtrGardenwagon_Remake_1_0
garden wagon,Green,,3180,2x1,Crafting,FtrGardenwagon_Remake_2_0
garden wagon,White,,3180,2x1,Crafting,FtrGardenwagon_Remake_3_0
gas range,Silver,3500,875,1x1,Nook's Cranny,FtrKitchenOven_Remake_0_0
gas range,White,3500,875,1x1,Nook's Cranny,FtrKitchenOven_Remake_1_0
gas range,Red,3500,875,1x1,Nook's Cranny,FtrKitchenOven_Remake_2_0
gas range,Blue,3500,875,1x1,Nook's Cranny,FtrKitchenOven_Remake_3_0
gas range,Black,3500,875,1x1,Nook's Cranny,FtrKitchenOven_Remake_4_0
Gemini closet,NA,,22200,1x1,Crafting,FtrZodiacGemini
giant teddy bear,Cream,,6300,3x3,Crafting,FtrBearXL_Remake_0_0
giant teddy bear,Cream,,6300,3x3,Crafting,FtrBearXL_Remake_0_1
giant teddy bear,Cream,,6300,3x3,Crafting,FtrBearXL_Remake_0_2
giant teddy bear,Cream,,6300,3x3,Crafting,FtrBearXL_Remake_0_3
giant teddy bear,Caramel mocha,,6300,3x3,Crafting,FtrBearXL_Remake_1_0
giant teddy bear,Caramel mocha,,6300,3x3,Crafting,FtrBearXL_Remake_1_1
giant teddy bear,Caramel mocha,,6300,3x3,Crafting,FtrBearXL_Remake_1_2
giant teddy bear,Caramel mocha,,6300,3x3,Crafting,FtrBearXL_Remake_1_3
giant teddy bear,Choco,,6300,3x3,Crafting,FtrBearXL_Remake_2_0
giant teddy bear,Choco,,6300,3x3,Crafting,FtrBearXL_Remake_2_1
giant teddy bear,Choco,,6300,3x3,Crafting,FtrBearXL_Remake_2_2
giant teddy bear,Choco,,6300,3x3,Crafting,FtrBearXL_Remake_2_3
giant teddy bear,Floral,,6300,3x3,Crafting,FtrBearXL_Remake_3_0
giant teddy bear,Floral,,6300,3x3,Crafting,FtrBearXL_Remake_3_1
giant teddy bear,Floral,,6300,3x3,Crafting,FtrBearXL_Remake_3_2
giant teddy bear,Floral,,6300,3x3,Crafting,FtrBearXL_Remake_3_3
giant teddy bear,Checkered,,6300,3x3,Crafting,FtrBearXL_Remake_4_0
giant teddy bear,Checkered,,6300,3x3,Crafting,FtrBearXL_Remake_4_1
giant teddy bear,Checkered,,6300,3x3,Crafting,FtrBearXL_Remake_4_2
giant teddy bear,Checkered,,6300,3x3,Crafting,FtrBearXL_Remake_4_3
giant teddy bear,Tweed,,6300,3x3,Crafting,FtrBearXL_Remake_5_0
giant teddy bear,Tweed,,6300,3x3,Crafting,FtrBearXL_Remake_5_1
giant teddy bear,Tweed,,6300,3x3,Crafting,FtrBearXL_Remake_5_2
