name,variation,buy_price,sell_price,size,source,filename
party garland,Colorful,650,162,2x1 ,Nook's Cranny,FtrPartydecorationWall_Remake_0_0
party garland,Pastel,650,162,2x1 ,Nook's Cranny,FtrPartydecorationWall_Remake_1_0
party garland,Boating stripes,650,162,2x1 ,Nook's Cranny,FtrPartydecorationWall_Remake_2_0
party garland,Orange & black,650,162,2x1 ,Nook's Cranny,FtrPartydecorationWall_Remake_3_0
party garland,Pop,650,162,2x1 ,Nook's Cranny,FtrPartydecorationWall_Remake_4_0
party garland,Gorgeous,650,162,2x1 ,Nook's Cranny,FtrPartydecorationWall_Remake_5_0
paw-print doorplate,Light wood,,360,1x1 ,Crafting,FtrDoorOrnamentPaw_Remake_0_0
paw-print doorplate,Light blue,,360,1x1 ,Crafting,FtrDoorOrnamentPaw_Remake_1_0
paw-print doorplate,Dark gray,,360,1x1 ,Crafting,FtrDoorOrnamentPaw_Remake_2_0
paw-print doorplate,Natural wood,,360,1x1 ,Crafting,FtrDoorOrnamentPaw_Remake_3_0
paw-print doorplate,Dark brown,,360,1x1 ,Crafting,FtrDoorOrnamentPaw_Remake_4_0
paw-print doorplate,White,,360,1x1 ,Crafting,FtrDoorOrnamentPaw_Remake_5_0
paw-print doorplate,Blue,,360,1x1 ,Crafting,FtrDoorOrnamentPaw_Remake_6_0
paw-print doorplate,Pink,,360,1x1 ,Crafting,FtrDoorOrnamentPaw_Remake_7_0
pendulum clock,NA,1900,475,1x1 ,Nook's Cranny,FtrClockPendulumWall
pennant,Sports,1300,325,2x1 ,Nook's Cranny,FtrPennant_Remake_0_0
pennant,University,1300,325,2x1 ,Nook's Cranny,FtrPennant_Remake_1_0
pennant,Classic,1300,325,2x1 ,Nook's Cranny,FtrPennant_Remake_2_0
pennant,Sponsor,1300,325,2x1 ,Nook's Cranny,FtrPennant_Remake_3_0
pennant,Souvenir,1300,325,2x1 ,Nook's Cranny,FtrPennant_Remake_4_0
pot rack,Wooden,3000,750,2x1 ,Nook's Cranny,FtrPotrack_Remake_0_0
pot rack,Stainless steel,3000,750,2x1 ,Nook's Cranny,FtrPotrack_Remake_1_0
pot rack,Pop,3000,750,2x1 ,Nook's Cranny,FtrPotrack_Remake_2_0
potted ivy,Light green,,1100,1x1 ,Crafting,FtrLeafWall_Remake_0_0
potted ivy,Yellow,,1100,1x1 ,Crafting,FtrLeafWall_Remake_1_0
potted ivy,Red,,1100,1x1 ,Crafting,FtrLeafWall_Remake_2_0
potted ivy,Green,,1100,1x1 ,Crafting,FtrLeafWall_Remake_3_0
pretty cosmos wreath,NA,,1200,1x1 ,Crafting,FtrDoorOrnamentWreathCosmosMix
pretty tulip wreath,NA,,2400,1x1 ,Crafting,FtrDoorOrnamentWreathTulipMix
purple hyacinth wreath,NA,,4800,1x1 ,Crafting,FtrDoorOrnamentWreathHyacinthRare
retro radiator,NA,1300,325,1x1 ,Nook's Cranny,FtrCentralheating
rose wreath,NA,,720,1x1 ,Crafting,FtrDoorOrnamentWreathRose
Sagittarius arrow,NA,,21750,1x1 ,Crafting,FtrZodiacSagittarius
shell wreath,NA,,4720,1x1 ,Crafting,FtrDoorOrnamentWreathShell
shower set,Silver,1800,450,1x1.5 ,Nook's Cranny,FtrShowerWall_Remake_0_0
shower set,Gold,1800,450,1x1.5 ,Nook's Cranny,FtrShowerWall_Remake_1_0
shower set,Copper,1800,450,1x1.5 ,Nook's Cranny,FtrShowerWall_Remake_2_0
shower set,Black,1800,450,1x1.5 ,Nook's Cranny,FtrShowerWall_Remake_3_0
silver HHA plaque,NA,,425,1x1 ,HHA,FtrShieldHhaSilver
skull doorplate,Brown,540,135,1x1 ,Nook's Cranny,FtrDoorPlateSkull_Remake_0_0
skull doorplate,White,540,135,1x1 ,Nook's Cranny,FtrDoorPlateSkull_Remake_1_0
snazzy pansy wreath,NA,,1200,1x1 ,Crafting,FtrDoorOrnamentWreathPansyMix
snowflake wreath,NA,,1600,1x1 ,Crafting,FtrDoorOrnamentWreathIce
spider doorplate,Black,360,90,1x1 ,Bug-Off,FtrDoorOrnamentPlateInsect_Remake_0_0
spider doorplate,Yellow,360,90,1x1 ,Bug-Off,FtrDoorOrnamentPlateInsect_Remake_1_0
spider doorplate,Green,360,90,1x1 ,Bug-Off,FtrDoorOrnamentPlateInsect_Remake_2_0
spider doorplate,Pink,360,90,1x1 ,Bug-Off,FtrDoorOrnamentPlateInsect_Remake_3_0
spider doorplate,Purple,360,90,1x1 ,Bug-Off,FtrDoorOrnamentPlateInsect_Remake_4_0
spider doorplate,Red,360,90,1x1 ,Bug-Off,FtrDoorOrnamentPlateInsect_Remake_5_0
spider doorplate,Gray,360,90,1x1 ,Bug-Off,FtrDoorOrnamentPlateInsect_Remake_6_0
spider doorplate,Blue,360,90,1x1 ,Bug-Off,FtrDoorOrnamentPlateInsect_Remake_7_0
spider web,NA,,25,2x1 ,Bug-Off,FtrSpiderweb
starry garland,Yellow,,5000,2x1 ,Crafting,FtrStarDecorationWall_Remake_0_0
starry garland,Green,,5000,2x1 ,Crafting,FtrStarDecorationWall_Remake_1_0
starry garland,Blue,,5000,2x1 ,Crafting,FtrStarDecorationWall_Remake_2_0
starry garland,Purple,,5000,2x1 ,Crafting,FtrStarDecorationWall_Remake_3_0
starry garland,Pink,,5000,2x1 ,Crafting,FtrStarDecorationWall_Remake_4_0
starry garland,Orange,,5000,2x1 ,Crafting,FtrStarDecorationWall_Remake_5_0
starry garland,White,,5000,2x1 ,Crafting,FtrStarDecorationWall_Remake_6_0
studio wall spotlight,White,2300,575,1x1 ,Nook's Cranny,FtrLampSpotWall_Remake_0_0
studio wall spotlight,Yellow,2300,575,1x1 ,Nook's Cranny,FtrLampSpotWall_Remake_1_0
studio wall spotlight,Orange,2300,575,1x1 ,Nook's Cranny,FtrLampSpotWall_Remake_2_0
studio wall spotlight,Red,2300,575,1x1 ,Nook's Cranny,FtrLampSpotWall_Remake_3_0
studio wall spotlight,Pink,2300,575,1x1 ,Nook's Cranny,FtrLampSpotWall_Remake_4_0
studio wall spotlight,Purple,2300,575,1x1 ,Nook's Cranny,FtrLampSpotWall_Remake_5_0
studio wall spotlight,Blue,2300,575,1x1 ,Nook's Cranny,FtrLampSpotWall_Remake_6_0
studio wall spotlight,Green,2300,575,1x1 ,Nook's Cranny,FtrLampSpotWall_Remake_7_0
surveillance camera,NA,1000,250,1x1 ,Nook's Cranny,FtrSurveillance
switch,Gray,340,85,1x1 ,Nook's Cranny,FtrSwitchWall_Remake_0_0
switch,Brown,340,85,1x1 ,Nook's Cranny,FtrSwitchWall_Remake_1_0
switch,White,340,85,1x1 ,Nook's Cranny,FtrSwitchWall_Remake_2_0
switch,Wood grain,340,85,1x1 ,Nook's Cranny,FtrSwitchWall_Remake_3_0
tapestry,Geometric pattern,880,220,1x1.5 ,Nook's Cranny,FtrTapestry_Remake_0_0
tapestry,Animal,880,220,1x1.5 ,Nook's Cranny,FtrTapestry_Remake_1_0
tapestry,Floral,880,220,1x1.5 ,Nook's Cranny,FtrTapestry_Remake_2_0
tapestry,Fairy tale,880,220,1x1.5 ,Nook's Cranny,FtrTapestry_Remake_3_0
tapestry,Bird,880,220,1x1.5 ,Nook's Cranny,FtrTapestry_Remake_4_0
tapestry,Snow,880,220,1x1.5 ,Nook's Cranny,FtrTapestry_Remake_5_0
throwback wall clock,Yellow,4200,1050,2x1.5 ,Nook's Cranny,FtrBoyClockWall_Remake_0_0
throwback wall clock,Red,4200,1050,2x1.5 ,Nook's Cranny,FtrBoyClockWall_Remake_1_0
throwback wall clock,Green,4200,1050,2x1.5 ,Nook's Cranny,FtrBoyClockWall_Remake_2_0
throwback wall clock,Blue,4200,1050,2x1.5 ,Nook's Cranny,FtrBoyClockWall_Remake_3_0
throwback wall clock,White,4200,1050,2x1.5 ,Nook's Cranny,FtrBoyClockWall_Remake_4_0
throwback wall clock,Gray,4200,1050,2x1.5 ,Nook's Cranny,FtrBoyClockWall_Remake_5_0
throwback wall clock,Purple,4200,1050,2x1.5 ,Nook's Cranny,FtrBoyClockWall_Remake_6_0
timber doorplate,Natural wood,,400,1x1 ,Crafting,FtrDoorOrnamentLog_Remake_0_0
timber doorplate,Brown,,400,1x1 ,Crafting,FtrDoorOrnamentLog_Remake_1_0
timber doorplate,Dark brown,,400,1x1 ,Crafting,FtrDoorOrnamentLog_Remake_2_0
timber doorplate,Light brown,,400,1x1 ,Crafting,FtrDoorOrnamentLog_Remake_3_0
timber doorplate,Ash brown,,400,1x1 ,Crafting,FtrDoorOrnamentLog_Remake_4_0
timber doorplate,Black,,400,1x1 ,Crafting,FtrDoorOrnamentLog_Remake_5_0
timber doorplate,Blue,,400,1x1 ,Crafting,FtrDoorOrnamentLog_Remake_6_0
timber doorplate,Pink,,400,1x1 ,Crafting,FtrDoorOrnamentLog_Remake_7_0
tree branch wreath,NA,,100,1x1 ,Crafting,FtrDoorOrnamentWreathBranch
tree's bounty mobile,Brown,,2030,1x1.5 ,Crafting,FtrNutMobile_Remake_0_0
tree's bounty mobile,White,,2030,1x1.5 ,Crafting,FtrNutMobile_Remake_1_0
tulip wreath,NA,,720,1x1 ,Crafting,FtrDoorOrnamentWreathTulip
ventilation fan,White,1200,300,1x1 ,Nook's Cranny,FtrExtractorfan_Remake_0_0
ventilation fan,Pink,1200,300,1x1 ,Nook's Cranny,FtrExtractorfan_Remake_1_0
ventilation fan,Blue,1200,300,1x1 ,Nook's Cranny,FtrExtractorfan_Remake_2_0
ventilation fan,Green,1200,300,1x1 ,Nook's Cranny,FtrExtractorfan_Remake_3_0
ventilation fan,Orange,1200,300,1x1 ,Nook's Cranny,FtrExtractorfan_Remake_4_0
wall clock,Silver,690,172,1x1 ,Nook's Cranny,FtrOfficeClock_Remake_0_0
wall clock,White,690,172,1x1 ,Nook's Cranny,FtrOfficeClock_Remake_1_0
wall clock,Black,690,172,1x1 ,Nook's Cranny,FtrOfficeClock_Remake_2_0
wall clock,Red,690,172,1x1 ,Nook's Cranny,FtrOfficeClock_Remake_3_0
wall clock,Blue,690,172,1x1 ,Nook's Cranny,FtrOfficeClock_Remake_4_0
wall fan,Green,1400,350,1x1 ,Nook's Cranny,FtrFanRetroWall_Remake_0_0
wall fan,Blue,1400,350,1x1 ,Nook's Cranny,FtrFanRetroWall_Remake_1_0
wall fan,Red,1400,350,1x1 ,Nook's Cranny,FtrFanRetroWall_Remake_2_0
wall fan,Yellow,1400,350,1x1 ,Nook's Cranny,FtrFanRetroWall_Remake_3_0
wall fan,White,1400,350,1x1 ,Nook's Cranny,FtrFanRetroWall_Remake_4_0
wall fan,Black,1400,350,1x1 ,Nook's Cranny,FtrFanRetroWall_Remake_5_0
wall fan,Silver,1400,350,1x1 ,Nook's Cranny,FtrFanRetroWall_Remake_6_0
wall fan,Brown,1400,350,1x1 ,Nook's Cranny,FtrFanRetroWall_Remake_7_0
wall-mounted candle,Gold,800,200,1x1 ,Nook's Cranny,FtrCandleWall_Remake_0_0
wall-mounted candle,Silver,800,200,1x1 ,Nook's Cranny,FtrCandleWall_Remake_1_0
wall-mounted candle,Copper,800,200,1x1 ,Nook's Cranny,FtrCandleWall_Remake_2_0
wall-mounted candle,Black,800,200,1x1 ,Nook's Cranny,FtrCandleWall_Remake_3_0
wall-mounted candle,White,800,200,1x1 ,Nook's Cranny,FtrCandleWall_Remake_4_0
wall-mounted phone,White,1300,325,1x1 ,Nook's Cranny,FtrPhoneWall_Remake_0_0
wall-mounted phone,Black,1300,325,1x1 ,Nook's Cranny,FtrPhoneWall_Remake_1_0
wall-mounted phone,Silver,1300,325,1x1 ,Nook's Cranny,FtrPhoneWall_Remake_2_0
wall-mounted phone,Gray,1300,325,1x1 ,Nook's Cranny,FtrPhoneWall_Remake_3_0
wall-mounted phone,Red,1300,325,1x1 ,Nook's Cranny,FtrPhoneWall_Remake_4_0
wall-mounted phone,Blue,1300,325,1x1 ,Nook's Cranny,FtrPhoneWall_Remake_5_0
wall-mounted tool board,White,1500,375,2x1 ,Nook's Cranny,FtrToolhanger_Remake_0_0
wall-mounted tool board,Camel,1500,375,2x1 ,Nook's Cranny,FtrToolhanger_Remake_1_0
wall-mounted tool board,Yellow,1500,375,2x1 ,Nook's Cranny,FtrToolhanger_Remake_2_0
wall-mounted tool board,Red,1500,375,2x1 ,Nook's Cranny,FtrToolhanger_Remake_3_0
wall-mounted tool board,Blue,1500,375,2x1 ,Nook's Cranny,FtrToolhanger_Remake_4_0
wall-mounted tool board,Black,1500,375,2x1 ,Nook's Cranny,FtrToolhanger_Remake_5_0
wall-mounted TV (20 in.),Black,8900,2225,1x1 ,Nook's Cranny,FtrTV20inchWall_Remake_0_0
wall-mounted TV (20 in.),White,8900,2225,1x1 ,Nook's Cranny,FtrTV20inchWall_Remake_1_0
wall-mounted TV (20 in.),Silver,8900,2225,1x1 ,Nook's Cranny,FtrTV20inchWall_Remake_2_0
wall-mounted TV (20 in.),Red,8900,2225,1x1 ,Nook's Cranny,FtrTV20inchWall_Remake_3_0
wall-mounted TV (20 in.),Yellow,8900,2225,1x1 ,Nook's Cranny,FtrTV20inchWall_Remake_4_0
wall-mounted TV (20 in.),Blue,8900,2225,1x1 ,Nook's Cranny,FtrTV20inchWall_Remake_5_0
wall-mounted TV (20 in.),Pink,8900,2225,1x1 ,Nook's Cranny,FtrTV20inchWall_Remake_6_0
wall-mounted TV (20 in.),Light blue,8900,2225,1x1 ,Nook's Cranny,FtrTV20inchWall_Remake_7_0
wall-mounted TV (50 in.),Black,22000,5500,2x1 ,Nook's Cranny,FtrTV50inchWall_Remake_0_0
wall-mounted TV (50 in.),White,22000,5500,2x1 ,Nook's Cranny,FtrTV50inchWall_Remake_1_0
wall-mounted TV (50 in.),Silver,22000,5500,2x1 ,Nook's Cranny,FtrTV50inchWall_Remake_2_0
wall-mounted TV (50 in.),Red,22000,5500,2x1 ,Nook's Cranny,FtrTV50inchWall_Remake_3_0
wall-mounted TV (50 in.),Blue,22000,5500,2x1 ,Nook's Cranny,FtrTV50inchWall_Remake_4_0
wasp-head model,NA,2500,625,1x1 ,Nook's Cranny,FtrInsectHachiFace
windflower wreath,NA,,720,1x1 ,Crafting,FtrDoorOrnamentWreathAnemone
wooden-block wall clock,Natural,,1350,1x1 ,Crafting,FtrBlockClock_Remake_0_0
wooden-block wall clock,Mixed wood,,1350,1x1 ,Crafting,FtrBlockClock_Remake_1_0
wooden-block wall clock,Colorful,,1350,1x1 ,Crafting,FtrBlockClock_Remake_2_0
wooden-block wall clock,Pastel,,1350,1x1 ,Crafting,FtrBlockClock_Remake_3_0
wooden-block wall clock,Vivid,,1350,1x1 ,Crafting,FtrBlockClock_Remake_4_0
wooden-plank sign,Natural,,600,2x1 ,Crafting,FtrSignboardWood_Remake_0_0
wooden-plank sign,Dark brown,,600,2x1 ,Crafting,FtrSignboardWood_Remake_1_0
wooden-plank sign,Brown,,600,2x1 ,Crafting,FtrSignboardWood_Remake_2_0
wooden-plank sign,Red,,600,2x1 ,Crafting,FtrSignboardWood_Remake_3_0
writing poster,Alphabet,400,160,2x1 ,Nook's Cranny,FtrStudyposter_Remake_0_0
writing poster,Multiplication tables,400,160,2x1 ,Nook's Cranny,FtrStudyposter_Remake_1_0
writing poster,Periodic table,400,160,2x1 ,Nook's Cranny,FtrStudyposter_Remake_2_0
writing poster,Constellations,400,160,2x1 ,Nook's Cranny,FtrStudyposter_Remake_3_0
